4541 2295.426 855.235  13.019 137   2.185 fiducial
9541 3711.065 867.065  13.476 137   2.215 fiducial
5517 1521.929 913.468  13.250 9   2.323 fiducial
9517 4553.211 997.680  13.130 9   2.354 fiducial
4321 3045.797 1020.004  13.168 9   2.154 fiducial
5534 1239.505 1144.815  13.081 9   2.099 fiducial
5533 1196.060 1190.450  13.631 9   2.122 fiducial
9482 4808.779 1232.022  13.037 9   2.030 fiducial
5542 1064.932 1308.599  13.056 137   2.144 fiducial
5321 1841.490 1367.214  13.252 9   2.175 fiducial
5496 1205.906 1421.404  13.247 9   2.113 fiducial
4239 2481.982 1420.996  13.035 9   2.211 fiducial
9239 3528.966 1440.644  13.056 9   2.214 fiducial
9439 5004.889 1442.864  13.345 9   2.446 fiducial
9321 4223.211 1443.903  13.361 9   2.374 fiducial
4150 3367.001 1525.990  12.958 9   2.225 fiducial
5150 2400.676 1584.809  13.112 9   2.127 fiducial
6439 834.239 1612.844  13.440 9   2.142 fiducial
5541 1136.793 1675.018  13.071 137   2.007 fiducial
7541 4849.566 1712.061  13.518 137   2.368 fiducial
7542 5221.089 1753.945  13.592 137   2.448 fiducial
7496 5068.211 1853.744  13.459 9   2.586 fiducial
6482 697.100 1860.109  13.225 9   2.351 fiducial
7534 5289.173 1917.163  13.037 9   2.431 fiducial
4075 3026.658 2008.410  12.786 9   1.938 fiducial
5239 1626.565 2025.973  12.916 9   2.105 fiducial
9150 4184.206 2041.368  13.089 9   2.255 fiducial
7239 4364.335 2066.100  13.264 9   2.445 fiducial
6517 549.577 2175.420  13.236 9   2.109 fiducial
5075 2408.382 2176.248  13.130 9   2.194 fiducial
6150 1656.921 2205.278  13.341 9   2.325 fiducial
9075 3626.370 2232.453  13.284 9   2.287 fiducial
7517 5453.822 2313.339  13.041 9   2.359 fiducial
6321 1075.858 2355.577  13.288 9   2.252 fiducial
7321 4925.149 2477.420  13.470 9   2.344 fiducial
6534 451.001 2593.070  13.270 9   2.174 fiducial
4011 2887.769 2636.732  13.024 9   2.219 fiducial
7482 5520.183 2652.938  13.450 9   2.655 fiducial
9011 3143.323 2658.211  12.903 9   2.169 fiducial
6075 2012.312 2677.211  13.154 9   2.289 fiducial
6542 411.428 2764.930  13.223 137   2.449 fiducial
7075 3979.974 2763.455  13.163 9   2.222 fiducial
5011 2666.651 2768.590  13.198 9   2.338 fiducial
6496 595.716 2773.740  13.606 9   2.024 fiducial
7011 3337.517 2825.379  12.859 9   2.076 fiducial
7439 5557.249 2935.972  13.527 9   2.739 fiducial
7150 4541.449 2939.357  13.194 9   2.600 fiducial
6011 2570.226 3006.408  13.276 9   2.223 fiducial
6239 1289.924 3014.952  12.989 9   2.201 fiducial
6541 686.888 3016.531  13.554 137   2.010 fiducial
2541 5270.711 3065.378  13.379 137   2.747 fiducial
2239 4670.963 3067.888  13.639 9   2.552 fiducial
2011 3392.970 3076.263  13.058 9   2.282 fiducial
3150 1419.032 3140.515  13.170 9   2.310 fiducial
3439 406.555 3145.645  13.152 9   2.361 fiducial
3011 2626.562 3255.332  13.123 9   2.231 fiducial
2496 5365.738 3307.850  13.506 9   2.606 fiducial
11011 3293.274 3312.048  12.928 9   2.205 fiducial
3075 1984.626 3315.322  13.191 9   2.233 fiducial
2542 5547.541 3316.797  13.511 137   2.860 fiducial
2075 3950.606 3401.661  13.178 9   2.581 fiducial
8011 2818.725 3423.618  12.888 9   2.261 fiducial
3482 440.602 3427.533  13.308 9   2.201 fiducial
10011 3078.243 3443.748  13.213 9   2.378 fiducial
2534 5510.128 3485.593  13.483 9   2.781 fiducial
3321 1038.240 3603.092  13.104 9   2.301 fiducial
2321 4881.532 3725.394  13.456 9   2.785 fiducial
3517 506.280 3769.121  12.995 9   2.147 fiducial
8075 2336.912 3849.907  13.186 9   2.284 fiducial
2150 4303.300 3876.752  12.999 9   2.398 fiducial
11075 3553.398 3901.820  13.212 9   2.547 fiducial
2517 5409.464 3904.859  13.442 9   2.833 fiducial
3239 1594.992 4014.517  13.365 9   2.283 fiducial
8150 1777.953 4040.387  13.028 9   2.386 fiducial
11239 4334.230 4055.182  12.918 9   2.530 fiducial
10075 2935.778 4072.617  13.286 9   2.258 fiducial
3534 673.085 4167.140  13.410 9   2.336 fiducial
2482 5262.624 4217.182  13.532 9   2.537 fiducial
3496 896.161 4228.954  13.307 9   2.513 fiducial
3542 743.992 4327.957  13.384 137   2.530 fiducial
3541 1112.597 4368.424  13.387 137   0.575 fiducial
11541 4823.391 4405.914  13.268 137   2.862 fiducial
2439 5123.819 4469.659  12.908 9   2.697 fiducial
11150 3558.922 4495.298  13.451 9   2.498 fiducial
10150 2595.525 4558.530  13.258 9   2.567 fiducial
8439 957.265 4636.131  13.303 9   2.390 fiducial
8321 1740.321 4637.133  13.264 9   2.566 fiducial
8239 2433.051 4641.997  13.166 9   2.432 fiducial
11496 4755.380 4657.355  13.328 9   3.133 fiducial
10239 3478.865 4656.955  13.124 9   2.626 fiducial
11321 4118.191 4713.566  13.536 9   2.984 fiducial
11542 4895.717 4770.322  13.178 137   2.973 fiducial
8482 1152.781 4849.092  13.544 9   2.411 fiducial
11534 4764.852 4886.156  13.393 9   2.869 fiducial
10321 2918.881 5060.501  13.349 9   2.724 fiducial
8517 1407.844 5083.037  13.222 9   1.901 fiducial
11517 4439.169 5166.933  13.496 9   2.458 fiducial
8541 2251.916 5213.001  13.176 137   2.550 fiducial
8496 1989.994 5224.870  13.261 9   2.508 fiducial
10541 3667.681 5227.622  13.316 137   3.089 fiducial
8534 1772.508 5305.963  13.223 9   2.644 fiducial
11482 4136.154 5334.992  13.273 9   3.265 fiducial
10496 3465.882 5390.112  13.400 9   2.683 fiducial
8542 1925.816 5397.439  12.703 137   2.393 fiducial
11439 3873.818 5455.195  13.658 9   2.802 fiducial
10439 2285.366 5522.644  13.399 9   2.533 fiducial
10542 3515.329 5563.233  13.348 137   2.887 fiducial
10482 2566.050 5575.401  13.192 9   2.754 fiducial
10534 3338.397 5583.268  13.224 9   2.769 fiducial
10517 2910.432 5617.318  13.363 9   2.794 fiducial
